ngen_name,nse_symbol,bse_code,isin,matched_name,match_score,yf_ticker,match_method
Bharat Bijlee,BBL,BBL,INE464A01036,BHARAT BIJLEE LTD.,100.0,BBL.NS,fuzzy
Bharat Dynamics,BDL,BDL,INE171Z01026,Bharat Dynamics Limited,100.0,BDL.NS,fuzzy
Bharat Electron,BEL,BEL,INE263A01024,BHARAT ELECTRONICS LTD.,100.0,BEL.NS,common_map
Bharat Forge,BHARATFORG,BHARATFORG,INE465A01025,BHARAT FORGE LTD.,100.0,BHARATFORG.NS,common_map
Bharat Rasayan,BHARATRAS,BHARATRAS,INE838B01021,BHARAT RASAYAN LTD.,100.0,BHARATRAS.NS,fuzzy
Bharti Airtel,BHARTIARTL,BHARTIARTL,INE397D01024,BHARTI AIRTEL LTD.,100.0,BHARTIARTL.NS,common_map
Bharti Hexacom,BHARTIHEXA,BHARTIHEXA,INE343G01021,Bharti Hexacom Limited,100.0,BHARTIHEXA.NS,fuzzy
Nbcc,NBCC,NBCC,INE095N01031,NBCC (India) Limited,100.0,NBCC.NS,exact
Ncc,NCC,NCC,INE868B01028,NCC LIMITED,100.0,NCC.NS,common_map
Neogen Chemicals,NEOGEN,NEOGEN,INE136S01016,Neogen Chemicals Limited,100.0,NEOGEN.NS,fuzzy
Nesco,NESCO,NESCO,INE317F01035,NESCO LTD.,100.0,NESCO.NS,exact
Nestle India,NESTLEIND,NESTLEIND,INE239A01024,NESTLE INDIA LTD.,100.0,NESTLEIND.NS,common_map
Nhpc Ltd,NHPC,NHPC,INE848E01016,NHPC LTD.,100.0,NHPC.NS,exact
Astral,ASTRAL,ASTRAL,INE006I01046,ASTRAL LIMITED,100.0,ASTRAL.NS,exact
Niit,NIITLTD,NIITLTD,INE161A01038,NIIT LTD.,100.0,NIITLTD.NS,fuzzy
Nilkamal Ltd,NILKAMAL,NILKAMAL,INE310A01015,NILKAMAL LTD.,100.0,NILKAMAL.NS,exact
Nirlon,NIRLON,NIRLON,INE910A01012,NIRLON LTD.,100.0,NIRLON.NS,exact
Nitin Spinners,NITINSPIN,NITINSPIN,INE229H01012,NITIN SPINNERS LTD.,100.0,NITINSPIN.NS,fuzzy
Nlc India,NLCINDIA,NLCINDIA,INE589A01014,NLC India Limited,100.0,NLCINDIA.NS,fuzzy
Nmdc,NMDC,NMDC,INE584A01023,NMDC LTD.,100.0,NMDC.NS,exact
Nmdc Steel,NSLNISP,NSLNISP,INE0NNS01018,NMDC Steel Limited,100.0,NSLNISP.NS,fuzzy
Nocil,NOCIL,NOCIL,INE163A01018,NOCIL LTD.,100.0,NOCIL.NS,exact
Nrb Bearings,NRBBEARING,NRBBEARING,INE349A01021,NRB BEARINGS LTD.,100.0,NRBBEARING.NS,fuzzy
Ntpc,NTPC,NTPC,INE733E01010,NTPC LTD.,100.0,NTPC.NS,common_map
Ntpc Green,NTPCGREEN,NTPCGREEN,INE0ONG01011,NTPC GREEN ENERGY LIMITED,100.0,NTPCGREEN.NS,exact
Irb Invit Fund,,IRBINVIT,INE183W23014,IRB InvIT Fund,100.0,IRBINVIT.BO,fuzzy
Irm Energy,IRMENERGY,IRMENERGY,INE07U701015,IRM ENERGY LIMITED,100.0,IRMENERGY.NS,exact
Itc,ITC,ITC,INE154A01025,ITC LTD.,100.0,ITC.NS,common_map
Itc Hotels,ITCHOTELS,ITCHOTELS,INE379A01028,ITC Hotels Limited,100.0,ITCHOTELS.NS,exact
Indraprastha Gas,IGL,IGL,INE203G01027,INDRAPRASTHA GAS LTD.,100.0,IGL.NS,fuzzy
Indus Towers,INDUSTOWER,INDUSTOWER,INE121J01017,INDUS TOWERS LIMITED,100.0,INDUSTOWER.NS,fuzzy
Indusind Bank,INDUSINDBK,INDUSINDBK,INE095A01012,INDUSIND BANK LTD.,100.0,INDUSINDBK.NS,common_map
Infosys,INFY,INFY,INE009A01021,INFOSYS LTD.,100.0,INFY.NS,common_map
Innova Captab,INNOVACAP,INNOVACAP,INE0DUT01020,INNOVA CAPTAB LIMITED,100.0,INNOVACAP.NS,fuzzy
Inox Green,INOXGREEN,INOXGREEN,INE510W01014,INOX GREEN ENERGY SERVICES LIM,100.0,INOXGREEN.NS,exact
Orkla India,ORKLAINDIA,ORKLAINDIA,INE16NZ01023,Orkla India Limited,100.0,ORKLAINDIA.NS,fuzzy
Oswal Pumps,OSWALPUMPS,OSWALPUMPS,INE0BYP01024,Oswal Pumps Limited,100.0,OSWALPUMPS.NS,exact
O N G C,ONGC,ONGC,INE213A01029,OIL AND NATURAL GAS CORPORATIO,100.0,ONGC.NS,exact
Oberoi Realty,OBEROIRLTY,OBEROIRLTY,INE093I01010,OBEROI REALTY LTD.,100.0,OBEROIRLTY.NS,fuzzy
Occl,,OCCLLTD,INE0PK601023,OCCL Limited,100.0,OCCLLTD.BO,fuzzy
Oil India,OIL,OIL,INE274J01014,OIL INDIA LTD.,100.0,OIL.NS,exact
Om Infra,OMINFRAL,OMINFRAL,INE239D01028,OM INFRA LIMITED,100.0,OMINFRAL.NS,fuzzy
Inox India,INOXINDIA,INOXINDIA,INE616N01034,INOX India Limited,100.0,INOXINDIA.NS,fuzzy
Inox Wind,INOXWIND,INOXWIND,INE066P01011,Inox Wind Limited,100.0,INOXWIND.NS,exact
Interglobe Aviat,INDIGO,INDIGO,INE646L01027,InterGlobe Aviation Limited,100.0,INDIGO.NS,common_map
Indegene,INDGN,INDGN,INE065X01017,Indegene Limited,100.0,INDGN.NS,fuzzy
India Cements,INDIACEM,INDIACEM,INE383A01012,INDIA CEMENTS LTD.,100.0,INDIACEM.NS,fuzzy
India Glycols,INDIAGLYCO,INDIAGLYCO,INE560A01023,INDIA GLYCOLS LTD.,100.0,INDIAGLYCO.NS,fuzzy
Indian Bank,INDIANB,INDIANB,INE562A01011,INDIAN BANK,100.0,INDIANB.NS,fuzzy
Indian Hotels Co,INDHOTEL,INDHOTEL,INE053A01029,INDIAN HOTELS CO.LTD.,100.0,INDHOTEL.NS,common_map
Indigo Paints,INDIGOPNTS,INDIGOPNTS,INE09VQ01012,Indigo Paints Limited,100.0,INDIGOPNTS.NS,fuzzy
Indiqube Spaces,INDIQUBE,INDIQUBE,INE06ST01018,INDIQUBE SPACES LIMITED,100.0,INDIQUBE.NS,fuzzy
Pb Fintech.,POLICYBZR,POLICYBZR,INE417T01026,PB Fintech Limited,100.0,POLICYBZR.NS,fuzzy
Pc Jeweller,PCJEWELLER,PCJEWELLER,INE785M01021,PC JEWELLER LTD.,100.0,PCJEWELLER.NS,exact
Pcbl Chemical,PCBL,PCBL,INE602A01031,PCBL Chemical Limited,100.0,PCBL.NS,fuzzy
Pds,PDSL,PDSL,INE111Q01021,PDS LIMITED,100.0,PDSL.NS,fuzzy
Orchid Pharma,ORCHPHARMA,ORCHPHARMA,INE191A01027,Orchid Pharma Limited,100.0,ORCHPHARMA.NS,fuzzy
Orient Cement,ORIENTCEM,ORIENTCEM,INE876N01018,ORIENT CEMENT LTD,100.0,ORIENTCEM.NS,fuzzy
Orient Electric,ORIENTELEC,ORIENTELEC,INE142Z01019,Orient Electric Limited,100.0,ORIENTELEC.NS,fuzzy
Oriental Hotels,ORIENTHOT,ORIENTHOT,INE750A01020,ORIENTAL HOTELS LTD.,100.0,ORIENTHOT.NS,fuzzy
Pidilite Inds.,PIDILITIND,PIDILITIND,INE318A01026,PIDILITE INDUSTRIES LTD.,100.0,PIDILITIND.NS,common_map
Pine Labs,PINELABS,PINELABS,INE15B701018,Pine Labs Limited,100.0,PINELABS.NS,exact
Piramal Finance.,PIRAMALFIN,PIRAMALFIN,INE202B01038,Piramal Finance Limited,100.0,PIRAMALFIN.NS,fuzzy
Piramal Pharma,PPLPHARMA,PPLPHARMA,INE0DK501011,PIRAMAL PHARMA LIMITED,100.0,PPLPHARMA.NS,fuzzy
Pnb Housing,PNBHOUSING,PNBHOUSING,INE572E01012,PNB Housing Finance Limited,100.0,PNBHOUSING.NS,common_map
Pnc Infratech,PNCINFRA,PNCINFRA,INE195J01029,PNC Infratech Limited,100.0,PNCINFRA.NS,fuzzy
Pace Digitek,PACEDIGITK,PACEDIGITK,INE0S3G01027,Pace Digitek Limited,100.0,PACEDIGITK.NS,fuzzy
Page Industries,PAGEIND,PAGEIND,INE761H01022,PAGE INDUSTRIES LTD.,100.0,PAGEIND.NS,common_map
Park Medi World,PARKHOSPS,PARKHOSPS,INE119201023,PARK MEDI WORLD LIMITED,100.0,PARKHOSPS.NS,fuzzy
Patanjali Foods,PATANJALI,PATANJALI,INE619A01035,Patanjali Foods Limited,100.0,PATANJALI.NS,fuzzy
Indo Count Inds.,ICIL,ICIL,INE483B01026,INDO COUNT INDUSTRIES LTD.,100.0,ICIL.NS,fuzzy
Indoco Remedies,INDOCO,INDOCO,INE873D01024,INDOCO REMEDIES LTD.,100.0,INDOCO.NS,fuzzy
I R C T C,IRCTC,IRCTC,INE335Y01020,Indian Railway Catering and To,100.0,IRCTC.NS,exact
I R F C,IRFC,IRFC,INE053F01010,Indian Railway Finance Corpora,100.0,IRFC.NS,exact
Icici Amc,ICICIAMC,ICICIAMC,INE346A01027,ICICI Prudential Asset Managem,100.0,ICICIAMC.NS,exact
Icici Bank,ICICIBANK,ICICIBANK,INE090A01021,ICICI BANK LTD.,100.0,ICICIBANK.NS,common_map
Icici Lombard,ICICIGI,ICICIGI,INE765G01017,ICICI Lombard General Insuranc,100.0,ICICIGI.NS,common_map
Icici Pru Life,ICICIPRULI,ICICIPRULI,INE726G01019,ICICI Prudential Life Insuranc,100.0,ICICIPRULI.NS,common_map
Icra,ICRA,ICRA,INE725G01011,ICRA LTD.,100.0,ICRA.NS,exact
Idbi Bank,IDBI,IDBI,INE008A01015,IDBI BANK LTD.,100.0,IDBI.NS,fuzzy
Idfc First Bank,IDFCFIRSTB,IDFCFIRSTB,INE092T01019,IDFC FIRST BANK LIMITED,100.0,IDFCFIRSTB.NS,fuzzy
Ifb Industries,IFBIND,IFBIND,INE559A01017,IFB INDUSTRIES LTD.,100.0,IFBIND.NS,fuzzy
Iifl Finance,IIFL,IIFL,INE530B01024,IIFL FINANCE LIMITED,100.0,IIFL.NS,fuzzy
Power Fin.Corpn.,PFC,PFC,INE134E01011,POWER FINANCE CORPORATION LTD.,100.0,PFC.NS,common_map
Powerica Ltd,POWERICA,POWERICA,INE921L01032,Powerica Ltd.,100.0,POWERICA.NS,exact
Praj Industries,PRAJIND,PRAJIND,INE074A01025,PRAJ INDUSTRIES LTD.,100.0,PRAJIND.NS,fuzzy
Prataap Snacks,DIAMONDYD,DIAMONDYD,INE393P01035,Prataap Snacks Limited,100.0,DIAMONDYD.NS,fuzzy
Praveg,PRAVEG,PRAVEG,INE722B01019,PRAVEG LIMITED,100.0,PRAVEG.NS,exact
Premier Energies,PREMIERENE,PREMIERENE,INE0BS701011,Premier Energies Limited,100.0,PREMIERENE.NS,fuzzy
Persistent Syste,PERSISTENT,PERSISTENT,INE262H01021,PERSISTENT SYSTEMS LTD.,100.0,PERSISTENT.NS,common_map
Persistent Systems,PERSISTENT,PERSISTENT,INE262H01021,PERSISTENT SYSTEMS LTD.,100.0,PERSISTENT.NS,fuzzy
Petronet Lng,PETRONET,PETRONET,INE347G01014,PETRONET LNG LTD.,100.0,PETRONET.NS,fuzzy
Pfizer,PFIZER,PFIZER,INE182A01018,PFIZER LTD.,100.0,PFIZER.NS,exact
Pg Electroplast,PGEL,PGEL,INE457L01029,PG ELECTROPLAST LTD.,100.0,PGEL.NS,fuzzy
Physicswallah,PWL,PWL,INE0LP301011,Physicswallah Limited,100.0,PWL.NS,fuzzy
Prime Focus,,PFOCUS,INE367G01038,PRIME FOCUS LTD.,100.0,PFOCUS.BO,fuzzy
Prime Securities,PRIMESECU,PRIMESECU,INE032B01021,PRIME SECURITIES LTD.,100.0,PRIMESECU.NS,fuzzy
Primo Chemicals,PRIMO,PRIMO,INE607A01022,Primo Chemicals Limited,100.0,PRIMO.NS,fuzzy
Prism Johnson,PRSMJOHNSN,PRSMJOHNSN,INE010A01011,PRISM JOHNSON LIMITED.,100.0,PRSMJOHNSN.NS,fuzzy
Psp Projects,PSPPROJECT,PSPPROJECT,INE488V01015,PSP Projects Limited,100.0,PSPPROJECT.NS,fuzzy
Ptc India,PTC,PTC,INE877F01012,PTC INDIA LTD.,100.0,PTC.NS,exact
Ptc Industries,PTC,PTC,INE877F01012,PTC INDIA LTD.,100.0,PTC.NS,exact
Pvr Inox,PVRINOX,PVRINOX,INE191H01014,PVR INOX LIMITED,100.0,PVRINOX.NS,exact
Pokarna,POKARNA,POKARNA,INE637C01025,POKARNA LTD.,100.0,POKARNA.NS,exact
Poly Medicure,POLYMED,POLYMED,INE205C01021,POLY MEDICURE LTD.,100.0,POLYMED.NS,fuzzy
Polycab India,POLYCAB,POLYCAB,INE455K01017,Polycab India Limited,100.0,POLYCAB.NS,common_map
Hindalco Inds.,HINDALCO,HINDALCO,INE038A01020,HINDALCO INDUSTRIES LTD.,100.0,HINDALCO.NS,exact
Hindustan Copper,HINDCOPPER,HINDCOPPER,INE531E01026,HINDUSTAN COPPER LTD.,100.0,HINDCOPPER.NS,fuzzy
Hindustan Foods,HNDFDS,HNDFDS,INE254N01026,HINDUSTAN FOODS LTD.,100.0,HNDFDS.NS,fuzzy
Hindustan Zinc,HINDZINC,HINDZINC,INE267A01025,HINDUSTAN ZINC LTD.,100.0,HINDZINC.NS,fuzzy
Hitachi Energy,POWERINDIA,POWERINDIA,INE07Y701011,HITACHI ENERGY INDIA LIMITED,100.0,POWERINDIA.NS,fuzzy
Hle Glascoat,HLEGLAS,HLEGLAS,INE461D01028,HLE GLASCOAT LIMITED,100.0,HLEGLAS.NS,fuzzy
Honasa Consumer,HONASA,HONASA,INE0J5401028,Honasa Consumer Limited,100.0,HONASA.NS,fuzzy
Hp Adhesives,HPAL,HPAL,INE0GSL01024,HP Adhesives Limited,100.0,HPAL.NS,fuzzy
Huhtamaki India,HUHTAMAKI,HUHTAMAKI,INE275B01026,HUHTAMAKI INDIA LIMITED,100.0,HUHTAMAKI.NS,exact
Biocon,BIOCON,BIOCON,INE376G01013,BIOCON LTD.,100.0,BIOCON.NS,exact
Arvind Fashions.,ARVINDFASN,ARVINDFASN,INE955V01021,Arvind Fashions Limited,100.0,ARVINDFASN.NS,fuzzy
Arvind Ltd,ARVIND,ARVIND,INE034A01011,ARVIND LTD.,100.0,ARVIND.NS,exact
Ashiana Housing,ASHIANA,ASHIANA,INE365D01021,ASHIANA HOUSING LTD.,100.0,ASHIANA.NS,fuzzy
Ashok Leyland,ASHOKLEY,ASHOKLEY,INE208A01029,ASHOK LEYLAND LTD.,100.0,ASHOKLEY.NS,fuzzy
Ashoka Buildcon,ASHOKA,ASHOKA,INE442H01029,ASHOKA BUILDCON LTD.,100.0,ASHOKA.NS,fuzzy
Asian Paints,ASIANPAINT,ASIANPAINT,INE021A01026,ASIAN PAINTS LTD.,100.0,ASIANPAINT.NS,common_map
Ask Automotive,ASKAUTOLTD,ASKAUTOLTD,INE491J01022,ASK Automotive Limited,100.0,ASKAUTOLTD.NS,fuzzy
Asm Technologies,,ASMTEC,INE867C01010,ASM TECHNOLOGIES LTD.,100.0,ASMTEC.BO,fuzzy
Pricol Ltd,PRICOLLTD,PRICOLLTD,INE726V01018,Pricol Limited,100.0,PRICOLLTD.NS,fuzzy
Birlasoft Ltd,BSOFT,BSOFT,INE836A01035,BIRLASOFT LIMITED,100.0,BSOFT.NS,fuzzy
Black Box,BBOX,BBOX,INE676A01027,BLACK BOX LIMITED,100.0,BBOX.NS,fuzzy
Blackbuck,BLACKBUCK,BLACKBUCK,INE0UIZ01018,BlackBuck Limited,100.0,BLACKBUCK.NS,exact
Blue Star,BLUESTARCO,BLUESTARCO,INE472A01039,BLUE STAR LTD.,100.0,BLUESTARCO.NS,fuzzy
Borosil,BOROLTD,BOROLTD,INE02PY01013,Borosil Limited,100.0,BOROLTD.NS,fuzzy
Bosch,BOSCHLTD,BOSCHLTD,INE323A01026,BOSCH LTD.,100.0,BOSCHLTD.NS,fuzzy
Hdfc Amc,HDFCAMC,HDFCAMC,INE127D01025,HDFC Asset Management Company,100.0,HDFCAMC.NS,common_map
Hdfc Bank,HDFCBANK,HDFCBANK,INE040A01034,HDFC BANK LTD.,100.0,HDFCBANK.NS,common_map
Redington,REDINGTON,REDINGTON,INE891D01026,Redington Limited,100.0,REDINGTON.NS,exact
Quess Corp,QUESS,QUESS,INE615P01015,Quess Corp Limited,100.0,QUESS.NS,fuzzy
R C F,RCF,RCF,INE027A01015,RASHTRIYA CHEMICALS & FERTILIZ,100.0,RCF.NS,exact
R K Swamy,RKSWAMY,RKSWAMY,INE0NQ801033,R K Swamy Limited,100.0,RKSWAMY.NS,exact
R R Kabel,RRKABEL,RRKABEL,INE777K01022,R R KABEL LIMITED,100.0,RRKABEL.NS,exact
Radico Khaitan,RADICO,RADICO,INE944F01028,RADICO KHAITAN LTD.,100.0,RADICO.NS,fuzzy
Rain Industries,RAIN,RAIN,INE855B01025,RAIN INDUSTRIES LIMITED,100.0,RAIN.NS,exact
Rallis India,RALLIS,RALLIS,INE613A01020,RALLIS INDIA LTD.,100.0,RALLIS.NS,exact
Apollo Pipes,APOLLOPIPE,APOLLOPIPE,INE126J01016,APOLLO PIPES LIMITED,100.0,APOLLOPIPE.NS,fuzzy
Apollo Tyres,APOLLOTYRE,APOLLOTYRE,INE438A01022,APOLLO TYRES LTD.,100.0,APOLLOTYRE.NS,fuzzy
Rossell India,ROSSELLIND,ROSSELLIND,INE847C01020,ROSSELL INDIA LTD.,100.0,ROSSELLIND.NS,fuzzy
Rossell Techsys,ROSSTECH,ROSSTECH,INE0OJW01016,Rossell Techsys Limited,100.0,ROSSTECH.NS,fuzzy
Ramco Inds.,RAMCOIND,RAMCOIND,INE614A01028,RAMCO INDUSTRIES LTD.,100.0,RAMCOIND.NS,fuzzy
Ramco Systems,RAMCOSYS,RAMCOSYS,INE246B01019,RAMCO SYSTEMS LTD.,100.0,RAMCOSYS.NS,fuzzy
Rane Holdings,RANEHOLDIN,RANEHOLDIN,INE384A01010,RANE HOLDINGS LTD.,100.0,RANEHOLDIN.NS,fuzzy
Ravindra Energy,RELTD,RELTD,INE206N01018,RAVINDRA ENERGY LIMITED,100.0,RELTD.NS,fuzzy
Raymond,RAYMOND,RAYMOND,INE301A01014,RAYMOND LTD.,100.0,RAYMOND.NS,exact
Raymond Realty,RAYMONDREL,RAYMONDREL,INE1SY401010,Raymond Realty Limited,100.0,RAYMONDREL.NS,fuzzy
Rbl Bank,RBLBANK,RBLBANK,INE976G01028,RBL Bank Limited,100.0,RBLBANK.NS,exact
Rec Ltd,RECLTD,RECLTD,INE020B01018,REC LIMITED,100.0,RECLTD.NS,common_map
Heg,HEG,HEG,INE545A01024,HEG LTD.,100.0,HEG.NS,exact
Heritage Foods,HERITGFOOD,HERITGFOOD,INE978A01027,HERITAGE FOODS LIMITED,100.0,HERITGFOOD.NS,fuzzy
Hero Motocorp,HEROMOTOCO,HEROMOTOCO,INE158A01026,HERO MOTOCORP LTD.,100.0,HEROMOTOCO.NS,common_map
Hfcl,HFCL,HFCL,INE548A01028,HFCL LIMITED,100.0,HFCL.NS,exact
Hi-Tech Pipes,HITECH,HITECH,INE106T01025,HI-TECH PIPES LIMITED,100.0,HITECH.NS,fuzzy
Hikal,HIKAL,HIKAL,INE475B01022,HIKAL LTD.,100.0,HIKAL.NS,exact
Hind. Unilever,HINDUNILVR,HINDUNILVR,INE030A01027,HINDUSTAN UNILEVER LTD.,100.0,HINDUNILVR.NS,common_map
Gujarat Gas,GUJGASLTD,GUJGASLTD,INE844O01030,Gujarat Gas Limited,100.0,GUJGASLTD.NS,fuzzy
H U D C O,HUDCO,HUDCO,INE031A01017,Housing &Urban Development Cor,100.0,HUDCO.NS,exact
Happy Forgings,HAPPYFORGE,HAPPYFORGE,INE330T01021,Happy Forgings Limited,100.0,HAPPYFORGE.NS,fuzzy
Safari Inds.,SAFARI,SAFARI,INE429E01023,SAFARI INDUSTRIES (INDIA) LTD.,100.0,SAFARI.NS,exact
Sagar Cements,SAGCEM,SAGCEM,INE229C01021,SAGAR CEMENTS LTD.,100.0,SAGCEM.NS,fuzzy
Sagility,SAGILITY,SAGILITY,INE0W2G01015,Sagility Limited,100.0,SAGILITY.NS,exact
Sagility India,SAGILITY,SAGILITY,INE0W2G01015,Sagility Limited,100.0,SAGILITY.NS,exact
Sai Life,SAILIFE,SAILIFE,INE570L01029,Sai Life Sciences Limited,100.0,SAILIFE.NS,exact
Redtape,REDTAPE,REDTAPE,INE0LXT01019,REDTAPE Limited,100.0,REDTAPE.NS,exact
Refex Industries,REFEX,REFEX,INE056I01025,REFEX INDUSTRIES LTD.,100.0,REFEX.NS,exact
Regaal Resources,,REGAAL,INE0MHO01029,REGAAL RESOURCES LIMITED,100.0,REGAAL.BO,fuzzy
Reliance Industr,RELIANCE,RELIANCE,INE002A01018,RELIANCE INDUSTRIES LTD.,100.0,RELIANCE.NS,common_map
Rhi Magnesita,RHIM,RHIM,INE743M01012,RHI MAGNESITA INDIA LIMITED,100.0,RHIM.NS,fuzzy
Rites,RITES,RITES,INE320J01015,RITES Limited,100.0,RITES.NS,exact
Rolex Rings,ROLEXRINGS,ROLEXRINGS,INE645S01024,Rolex Rings Limited,100.0,ROLEXRINGS.NS,exact
Rossari Biotech,ROSSARI,ROSSARI,INE02A801020,ROSSARI BIOTECH LIMITED,100.0,ROSSARI.NS,fuzzy
Samvardh. Mothe.,MOTHERSON,MOTHERSON,INE775A01035,Samvardhana Motherson Internat,100.0,MOTHERSON.NS,common_map
Sanghvi Movers,SANGHVIMOV,SANGHVIMOV,INE989A01032,SANGHVI MOVERS LTD.,100.0,SANGHVIMOV.NS,fuzzy
Sanofi India,SANOFI,SANOFI,INE058A01010,SANOFI INDIA LTD,100.0,SANOFI.NS,exact
Roto Pumps,ROTO,ROTO,INE535D01037,ROTO PUMPS LTD.,100.0,ROTO.NS,fuzzy
Route Mobile,ROUTE,ROUTE,INE450U01017,Route Mobile Limited,100.0,ROUTE.NS,fuzzy
Rubicon Research,RUBICON,RUBICON,INE506V01022,RUBICON RESEARCH LIMITED,100.0,RUBICON.NS,fuzzy
S A I L,SAIL,SAIL,INE114A01011,STEEL AUTHORITY OF INDIA LTD.,100.0,SAIL.NS,common_map
S C I,SCI,SCI,INE109A01011,SHIPPING CORPORATION OF INDIA,100.0,SCI.NS,exact
Hariom Pipe,HARIOMPIPE,HARIOMPIPE,INE00EV01017,Hariom Pipe Industries Limited,100.0,HARIOMPIPE.NS,exact
Havells India,HAVELLS,HAVELLS,INE176B01034,HAVELLS INDIA LTD.,100.0,HAVELLS.NS,common_map
Hawkins Cookers,HAWKINCOOK,HAWKINCOOK,INE979B01015,HAWKINS COOKERS LTD.,100.0,HAWKINCOOK.NS,fuzzy
Hbl Engineering,HBLENGINE,HBLENGINE,INE292B01021,HBL ENGINEERING LIMITED,100.0,HBLENGINE.NS,fuzzy
Hcl Technologies,HCLTECH,HCLTECH,INE860A01027,HCL TECHNOLOGIES LTD.,100.0,HCLTECH.NS,fuzzy
Granules India,GRANULES,GRANULES,INE101D01020,GRANULES INDIA LTD.,100.0,GRANULES.NS,common_map
Graphite India,GRAPHITE,GRAPHITE,INE371A01025,GRAPHITE INDIA LTD.,100.0,GRAPHITE.NS,exact
Grasim Inds,GRASIM,GRASIM,INE047A01021,GRASIM INDUSTRIES LTD.,100.0,GRASIM.NS,exact
Gravita India,GRAVITA,GRAVITA,INE024L01027,GRAVITA INDIA LTD.,100.0,GRAVITA.NS,exact
Greaves Cotton,GREAVESCOT,GREAVESCOT,INE224A01026,GREAVES COTTON LTD.,100.0,GREAVESCOT.NS,fuzzy
Greenpanel Inds.,GREENPANEL,GREENPANEL,INE08ZM01014,Greenpanel Industries Limited,100.0,GREENPANEL.NS,exact
Grindwell Norton,GRINDWELL,GRINDWELL,INE536A01023,GRINDWELL NORTON LTD.,100.0,GRINDWELL.NS,fuzzy
Sbfc Finance,SBFC,SBFC,INE423Y01016,SBFC Finance Limited,100.0,SBFC.NS,fuzzy
Sbi,SBIN,SBIN,INE062A01020,STATE BANK OF INDIA,100.0,SBIN.NS,common_map
Sbi Cards,SBICARD,SBICARD,INE018E01016,SBI CARDS AND PAYMENT SERVICES,100.0,SBICARD.NS,common_map
Sbi Life Insuran,SBILIFE,SBILIFE,INE123W01016,SBI Life Insurance Company Lim,100.0,SBILIFE.NS,common_map
Schaeffler India,SCHAEFFLER,SCHAEFFLER,INE513A01022,Schaeffler India Limited,100.0,SCHAEFFLER.NS,exact
Seamec Ltd,SEAMECLTD,SEAMECLTD,INE497B01018,SEAMEC LTD.,100.0,SEAMECLTD.NS,fuzzy
Sai Parenteral'S,SAIPARENT,SAIPARENT,INE0H9F01037,Sai Parenteral's Limited,100.0,SAIPARENT.NS,fuzzy
Samhi Hotels,SAMHI,SAMHI,INE08U801020,Samhi Hotels Limited,100.0,SAMHI.NS,fuzzy
Sammaan Capital,SAMMAANCAP,SAMMAANCAP,INE148I01020,Sammaan Capital Limited,100.0,SAMMAANCAP.NS,fuzzy
Godfrey Phillips,GODFRYPHLP,GODFRYPHLP,INE260B01028,GODFREY PHILLIPS INDIA LTD.,100.0,GODFRYPHLP.NS,fuzzy
Godrej Agrovet,GODREJAGRO,GODREJAGRO,INE850D01014,Godrej Agrovet Limited,100.0,GODREJAGRO.NS,fuzzy
Godrej Consumer,GODREJCP,GODREJCP,INE102D01028,GODREJ CONSUMER PRODUCTS LTD.,100.0,GODREJCP.NS,common_map
Gokaldas Exports,GOKEX,GOKEX,INE887G01027,GOKALDAS EXPORTS LTD.,100.0,GOKEX.NS,fuzzy
Gokul Agro,GOKULAGRO,GOKULAGRO,INE314T01033,Gokul Agro Resources Ltd,100.0,GOKULAGRO.NS,exact
Goodluck India,GOODLUCK,GOODLUCK,INE127I01024,Goodluck India Limited,100.0,GOODLUCK.NS,exact
Goodyear India,GOODYEAR,GOODYEAR,INE533A01012,GOODYEAR INDIA LTD.,100.0,GOODYEAR.NS,exact
Gopal Snacks,GOPAL,GOPAL,INE0L9R01028,Gopal Snacks Limited,100.0,GOPAL.NS,fuzzy
Gpt Healthcare,GPTHEALTH,GPTHEALTH,INE486R01017,GPT Healthcare Limited,100.0,GPTHEALTH.NS,fuzzy
Anant Raj,ANANTRAJ,ANANTRAJ,INE242C01024,ANANT RAJ LIMITED,100.0,ANANTRAJ.NS,exact
Andhra Paper,ANDHRAPAP,ANDHRAPAP,INE435A01051,ANDHRA PAPER LIMITED,100.0,ANDHRAPAP.NS,fuzzy
Angel One,ANGELONE,ANGELONE,INE732I01021,ANGEL ONE LIMITED,100.0,ANGELONE.NS,exact
Anirit Ventures,,ANIRITPP,IN9161F01019,ANIRIT VENTURES LIMITED,100.0,ANIRITPP.BO,fuzzy
Anupam Rasayan,ANURAS,ANURAS,INE930P01018,Anupam Rasayan India Limited,100.0,ANURAS.NS,fuzzy
Apar Inds.,APARINDS,APARINDS,INE372A01015,APAR INDUSTRIES LTD.,100.0,APARINDS.NS,common_map
Apl Apollo Tubes,APLAPOLLO,APLAPOLLO,INE702C01027,APL APOLLO TUBES LTD.,100.0,APLAPOLLO.NS,fuzzy
Sanstar,SANSTAR,SANSTAR,INE08NE01025,SANSTAR LIMITED,100.0,SANSTAR.NS,exact
Sapphire Foods,SAPPHIRE,SAPPHIRE,INE806T01020,Sapphire Foods India Limited,100.0,SAPPHIRE.NS,fuzzy
Saregama India,SAREGAMA,SAREGAMA,INE979A01025,SAREGAMA INDIA LTD.,100.0,SAREGAMA.NS,exact
Senco Gold,SENCO,SENCO,INE602W01027,Senco Gold Limited,100.0,SENCO.NS,fuzzy
